adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/56rDCqmoQItVFPVTeTIH1PIACeS.jpg,"[10770, 16, 10751]",1052933,en,Follow That Sleigh,Two kids accidentally steal Santas sleigh. It's up to Elvis the Rockin' Reindeer to save the day.,0.0698,/oB3EHrO6NGJwFs536W3Cimnt547.jpg,1990-11-07,Follow That Sleigh,False,2.0,1
False,,[],807673,es,Motivos para matar,,0.0363,/pSrUgXQ8dzGSIpKQUJH670JpX6H.jpg,1990-12-31,Motivos para matar,False,5.0,1
False,,[35],791503,zh,江城奇事,The director of a Repertory Troupe and a young student are tasked with investigating a potential incidence of bribery at a jade carving factory.,0.0261,/9K48SfWeteBpZ4v9kAIDlGyOrBp.jpg,1990-01-29,Absurdities In a City,False,0.0,0
False,,"[16, 10752]",754904,sh,Slike iz sjećanja,"With fast changing visuals and moods, an artist presents his family's twentieth-century story.",0.0387,/gS0t21DLojpB2qsL08mNcwephFP.jpg,1990-01-01,Pictures from Memory,False,6.5,2
False,,[],679468,en,Camarena vive,Mexican feature film,0.0387,/8NjgfVITXkz07ejy5ji80GjrX3C.jpg,1990-01-01,Camarena vive,False,5.0,2
False,,[53],679454,es,Prisión sin ley,"A female lawyer begins to suspect that lawlessness is going on in prison, and a female prisoner helps her.",0.0865,/aNfHYANf0u6aXnsuTsMip3qs3G8.jpg,1990-01-01,Prison Without Law,False,5.0,2
False,,[],605651,en,Sufism: The Heart of Islam,Documentary about Sufi Islam,0.0363,/90gBwFW1KlNkurwxVMIZryIpqXA.jpg,1990-01-01,Sufism: The Heart of Islam,False,0.0,0
False,,[],502912,it,Calcinacci,,0.0363,,1990-02-04,Calcinacci,False,0.0,0
False,,[],453234,en,Leben und Werk,A man and his book habits.,0.0363,,1990-02-02,Leben und Werk,False,0.0,0
False,,"[18, 99]",447261,pt,Anônimo e incomum,,0.0261,/y5b8jSOG2WNxa2lGMSF8JwuRXB5.jpg,1990-03-16,Anônimo e incomum,False,6.0,1
False,,[],441819,en,Café,"At a café, a woman fantasizes about a man and also ponders what the reality of the situation would be.",0.0363,,1990-01-01,Café,False,7.0,1
False,,[],397937,en,"Kiss [1990] Orlando, FL","Kiss at Orlando Arena, Orlando, FL, USA  I Stole Your Love
 Deuce
 Heaven's on Fire
 Crazy Crazy Nights
 Black Diamond
 Shout It Out Loud
 Strutter
 Calling Dr. Love
 I Was Made for Lovin' You
 Rise to It
 Fits Like a Glove
 Hide Your Heart
 Lick It Up
 God of Thunder
 Forever
 Cold Gin
 Tears Are Falling
 I Love It Loud
 Love Gun
 Encore:
 Detroit Rock City
 I Want You
 Rock and Roll All Nite",0.0261,,1990-08-02,"Kiss [1990] Orlando, FL",False,0.0,0
False,,[99],244725,en,Burning Down Tomorrow,Burning Down Tomorrow is a 1990 American short documentary film about the global rainforest crisis. It was produced and directed by Kit Thomas. It was nominated for an Academy Award for Best Documentary Short.,0.0387,/jByguBpHYd0txfk2inuz6OxThcm.jpg,1990-01-01,Burning Down Tomorrow,False,0.0,0
False,,[],244721,en,Senzeni Na?,"Senzeni Na? is a 1990 short film directed by Bernard Joffa. In South Africa 1980, a black man is accused of being a terrorist and is subsequently tortured by the white police. The film won an Oscar for Best Live Action Short Film.",0.0387,/d0AZsKWuMOzb2HC6DYhG6eo5L1l.jpg,1990-01-01,What Have We Done?,False,6.0,4
False,,[16],1175220,pl,Manhattan,,0.0214,,1990-01-01,Manhattan,False,0.0,0
False,,[],1388187,en,Down the Road,"A project of the Provincial Advisory Council on the Status of Women, Newfoundland and Labrador, aimed at encouraging young women to consider non-traditional careers.",0.0286,,1990-01-01,Down the Road,False,0.0,0
False,,[99],1270330,en,Chaos,"This is a video made by Rudy Rucker to demonstrate the 1990Autodesk program, ""James Gleock's CHAOS: the Software.""",0.0382,/641CiCpQq8spRjl8grXBhK1hQ0u.jpg,1990-01-01,Chaos,False,0.0,0
False,,"[99, 10402]",1143890,en,Madchester: The Sound of the North,"Exploring the 'Madchester' music phenomena of the late '80s and early '90s. The band Northside appears in interview, rehearsal, live in concert and even at work; Central Station Design in their studio creating something out of a pane of glass and loads of ephemera; Happy Mondays in Amsterdam; 808 State; and MC Tunes. Aired as part of Granada Television's Celebration arts strand.",0.0357,/qofoMNGtA8Yh72M0Ui9BfOn7kSW.jpg,1990-05-06,Madchester: The Sound of the North,False,0.0,0
False,,[],1001542,tl,Bugtong: Ang Sigaw ni Lalaki,"Rumored to have used footage salvaged from a commercial studio dumpster,  the film is a commentary on Filipino onscreen macho culture and one of the rare surviving works in the brief filmmaking career of Ramon ‘RJ’ Leyran. It was a product of the last Christoph Janetzko film workshop, with a focus on experiments with optical printers, held in 1990.",0.0382,/bnkFL5mNG7eyWTFG3TBBgbHs2aG.jpg,1990-01-01,Riddle: Shout of Man,False,0.0,0
False,,[99],886412,es,Mi firma en las paredes,"Mixing documentary and fiction, Mi firma en las paredes is a portrait of the early days of Grafitti in Spain.",0.0454,/oyDTYzrW6uEoQdW1gt7A8aQt9yQ.jpg,1990-01-01,Mi firma en las paredes,False,0.0,0
False,,[],791989,en,Danilo,Short film by Corso Salani.,0.0382,/rhYHwvWv2mRowJYmXBt5U16fHIv.jpg,1990-12-30,Danilo,False,0.0,0
False,,[],321914,en,Victor Borge: Birthday Gala at Wolf Trap,"The one and only Victor Borge devoted his life to making people laugh with unique musical comedy routines that combined slapstick and virtuoso performances on the piano. Filmed at Wolf Trap in honor of Borge's 80th birthday, this compilation includes the Great Dane's funniest moments as he revisits his classic television skits ""Introducing Mozart,"" ""My Favorite Barber"" and ""Aria from 'Rigor Mortis' by Joe Green.""",0.0642,/in78ghtfNFem3kpEgKEpK8SaeFk.jpg,1990-01-01,Victor Borge: Birthday Gala at Wolf Trap,False,0.0,0
False,,[35],1487217,en,Truman,"This humorous story concerning a boy's painful encounter with a climbing rope mirrors the experiences of many children intimidated by the seemingly impossible requirements of gym class. It is Truman's turn to mount the rope and as the boy confronts the insurmountable obstacle, his active imagination transforms it into a noose. Struggling with the dangling nemesis, Truman falls and is rewarded for his efforts with a bloody nose. Frustrated, the embattled boy pretends he is Robin Hood and shoots his sadistic physical education teacher full of arrows. Consumed by anger, (a good motivator), Truman exacts revenge on his tormentors below",0.0379,,1990-01-01,Truman,False,0.0,0
False,,[99],1415949,en,The Works of M. C. Escher,Video gallery of the seminal artist's work.,0.0379,,1990-01-01,The Works of M. C. Escher,False,0.0,0
False,,[],1356252,en,To the Top,,0.0379,,1990-01-01,To the Top,False,0.0,0
False,,[],1239363,no,Etude,A fabulous story that places more emphasis on emotional experience than logical and analytical thinking.,0.0214,,1990-02-17,Etude,False,0.0,0
False,,[99],1136937,de,Sansibar,Documentary about Sansibar,0.0379,,1990-07-15,Sansibar,False,0.0,0
False,,[16],1131419,hy,"Քեզ, Հայաստան","Dramatic short animation based on the song of the same name (""For You Armenia""/""Kez Hayastan"") composed by George Garvarents and performed by Charles Aznavour. The song is dedicated to the memory of the devastating earthquake that struck the Armenian region of the Soviet Union in 1988.",0.0214,/bVgqyIVwYi49HEO0TZ74idGgtJc.jpg,1990-09-10,"For You, Armenia",False,5.5,2
False,,"[10770, 10751, 10402]",1102680,ru,Академия детских наук. Музыка. Как сочинять оперы. Фильм 4,,0.0379,/36f7CRVqQ7UMpC1slzJPyK7W9Js.jpg,1990-07-01,Академия детских наук. Музыка. Как сочинять оперы. Фильм 4,False,9.0,1
False,,[],1100948,fr,I Object,,0.0379,,1990-01-01,I Object,False,0.0,0
False,,[16],1050564,az,İthaf,The animation about Stalin’s Great Purge and repression victims.,0.0445,/bVgf43CxzqBLOZ3sMrpC4kqLA3b.jpg,1990-01-01,Dedication,False,0.0,0
False,,[99],1023903,pl,Koniec Polski,"A documentary film that presents the current condition and the past of the Hel Peninsula, which is gradually taken away by the sea as a result of inappropriate human management. The situation in this small part of Polish land reflects the state of the country right after the fall of communism.",0.0214,/7W24NzlDMMLXX6JU7ipwxm1Gyeu.jpg,1990-01-01,End of Poland,False,0.0,0
False,,[],1001394,en,Kahit Singko Hindi Ko Babayaran Ang Buhay Mo,"Kahit singko ay di ko babayaran ang buhay mo: Directed by Lito Lapid. With Lito Lapid, Tony Ferrer, Alma Moreno, Raul Aragon.",0.0379,,1990-05-03,Kahit Singko Hindi Ko Babayaran Ang Buhay Mo,False,0.0,0
False,,[],998278,tl,Batang Magdalena,"Batang Magdalena is a 1998 Filipino true-to-life drama film directed by Bing Reyas and stars Agatha Mulach, Karren Concepcion",0.0352,,1990-12-19,Batang Magdalena,False,2.0,1
False,,[],954514,en,Ode to G.I. Joe,A pre-cursor to Toy Story - G.I. Joe action figures come to life in a young boy's room.,0.0811,/sTonlPZwAG6tMdl2EPnO4w38Q3c.jpg,1990-01-01,Ode to G.I. Joe,False,5.0,1
False,,[99],947652,en,Notes on the Sacred,"Every summer, thousands of people go to Sainte-Anne de Beaupré to celebrate the feast of the patron saint of the sick and disabled. Notes on the Sacred paints a picture of the event, presenting the tourists, pilgrims, clergy and information media.",0.0445,/ruyIVX05BK8CjteYPdts4gxMgT7.jpg,1990-01-01,Notes on the Sacred,False,0.0,0
False,,[99],944298,de,Wege eines Tierfilmers,"Siegfried Bergmann, with his oeuvre of around 80 films, is one of the most important German wildlife filmmakers alongside Heinz Sielmann and Bernhard Grzimek. But Bergmann was more interested in the ant lion in the Lausitzer Sands than the lion in the African savannah. What began in the 1960s with fantastic animal observations using special technology soon became a representation of comprehensive ecological relationships and the search for solutions to environmental problems - no easy undertaking in the GDR. All this always with a fresh breeze of humor and playfulness in filmmaking.",0.0379,/gcDdUc0n2QSTTOaPZ6pHPZhROdk.jpg,1990-01-01,The Ways of an Animal Filmmaker,False,0.0,0
False,,[],919740,en,Zapovezená láska,"A documentary look at homosexuality in Czechoslovakia, a country just beginning to understand that an estimated 750,000 of its citizens are gay and lesbian. Through incredibly honest interviews with gays, gay right leaders and blatant homophobes, the director has created a film that captures the innocence of an incipient social movement as well as a chilling look at the culture they are up against.",0.0297,/vk7XTwsdEeqfQwmgRd7SzhtIStl.jpg,1990-11-30,Forbidden Love,False,0.0,0
False,,[],819758,hi,Dushmani Dee Agg,Dushmani Dee Agg is a movie directed by Veerendra,0.0379,,1990-07-06,Dushmani Dee Agg,False,7.5,1
False,,[99],793357,tl,Dumi,"A documentary on the ""xenobiological"" essay by one restituto A. Calampangan, Head Analytical Service, Philipine Orbital Research Center in the Year 2125",0.052,/uPTFy9KOFsAFg3G3reqHr6z6EAC.jpg,1990-01-01,Dumi,False,0.0,0
False,,[],781557,en,Supper with My Friend,,0.0445,,1990-01-01,Supper with My Friend,False,0.0,0
False,,[99],767315,sv,Efter Muren - mellan taggtråd och kaos,"On 3 October 1990 DDR stopped existing as a state and became the Federal Republic of Germany. The past had been overturned. The new had not yet taken shape. The rejoicing over the fall of the Berlin wall. The bitterness and shame when the doors opened to cabinet of horrors at Stasi. Uncertainty and worry about the future. Everyone's battle against everyone for survival. In the form of a travelogue, freelancing journalist Rainer Hartleb depicts all the mixed feelings that flow from the country that no longer exists.",0.0243,/3mJWjnCtVRWIb4JXU7gRSnnBpoH.jpg,1990-10-02,Efter Muren - mellan taggtråd och kaos,False,0.0,0
False,,[18],755041,da,"Kys mor, skat!",,0.0297,,1990-11-02,"Kys mor, skat!",False,0.0,0
False,,[],750323,en,Let's sing-along,"Now a superstar, Brett Ambler performs to a school of children with a plastic microphone and playing all kinds of games, with all kinds of sounds: animal sounds, made up sounds, even songs with funny sounds.",0.0214,,1990-05-25,Let's sing-along,False,0.0,0
False,,[10751],747985,en,Ben & Eddie: The Meeting - Eddie Finds a Home,Ben & Eddie: The Meeting - Eddie Finds a Home (1990),0.0379,,1990-10-17,Ben & Eddie: The Meeting - Eddie Finds a Home,False,0.0,0
False,,[],734988,wo,Ken Bugul,,0.0379,,1990-01-01,Ken Bugul,False,0.0,0
False,/sMmVy83MgHAFnOBDFEDZX981hxF.jpg,[],710980,en,The Untilled Story,"Cathy Quinn , Frances Leeming , Cathy Quinn & Frances Leeming
 1990 | 5 min  In a mischievous feminist riff on vintage NFB instructional films, Quinn and Leeming tip their hat to Busby Berkeley, enlisting a kaleidoscope of petals in their resistance against the patriarchy.",0.0379,,1990-05-05,The Untilled Story,False,0.0,0
False,,[27],708455,en,Petrified Beast from the Frozen Zone,"Fred Hopkins ranting compiled with b/w movie footage of abominable snowmen from Half Human, The Snow Creature and Man Beast.",0.0379,,1990-07-24,Petrified Beast from the Frozen Zone,False,0.0,0
False,,[],679557,en,Malditos amapoleros,Mexican feature film,0.0214,,1990-01-01,Malditos amapoleros,False,5.0,2
False,,[],679464,es,Victimada,Rozenda Bernal in a different film in a very accomplished performance playing the role of a strong woman who becomes the victim of a violent man who cannot rest until he sees blood flow.,0.0379,,1990-01-01,Victimada,False,5.0,2
False,,[99],666168,de,Leben am Fließ - W Błotach,"Four generations of one familiy live in the heart of the Spreewald, close to the coalmines and power stations. From their elders, the children have picked up Lower Sorbian as their first language...  Many have left the area for cities or manufacturing towns. One who returned is the ferryman Rainer Schmidt. After a spell down the mines, all he wants to live here on the rivulet, next door to his father's house. Life in this seemingly idyllic landscape has never been easy for the inhabitans, and always demanded a strong sense of community. A thoughtful film portrait and urgent plea to accept our responsibility as custodians of the environment.",0.0379,/yPmAMxCtJV5ZVHEC0ItqaQVqima.jpg,1990-04-13,Leben am Fließ - W Błotach,False,0.0,0
False,,[],515136,en,Arsenal: Season Review 1989-1990,Highlights of the Arsenal season 1989-90,0.0214,/ve0RTR8kaupVHXzUzpjIJdemEOW.jpg,1990-01-31,Arsenal: Season Review 1989-1990,False,0.0,0
False,,[],421294,en,901: After 45 Years of Working,This film is a document of the workshop of Charles and Ray Eames and a record of its closing in 1988 after the death of Ray Eames.,0.0297,/kqbt5YHwNcCS7QSseKcGrnrqzgV.jpg,1990-01-01,901: After 45 Years of Working,False,6.0,2
