adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/yM4XbdJfuqOqdfrKEnI1kS17IIf.jpg,[35],103301,ru,Бабник,A not-so-young man who likes women tries to organize a girl to his son.,0.4845,/sDaQegw9exl6VmhIBUkeRAx38Yx.jpg,1990-02-01,Ladies' Man,False,4.2,8
False,,"[18, 80]",572145,ru,Убийца,"In a sudden rush Smirnovyh family tragedy: their underage daughter Tanyu raped three guys. One of them - the son of director of the factory where his father Thani. The investigator refuses to parents, girls in the criminal complaint: the body has no signs of violence, there are no witnesses of crime. The next day, Tanya povesilas. Her father is desperate solves ...",0.3478,/4TXlCq03drt9o7Ywkqa4XP4FMIY.jpg,1990-01-01,Killer,False,8.0,1
False,/nj9jMcuCYddJHakn6pKkWcuPFh1.jpg,[99],69050,en,Michael Jordan's Playground,"This made-for-video production mixes highlights of Michael Jordan from the '80s with a fantasy storyline of a high school teen named Walt, who has been cut from his basketball team. Doubting his abilities, Walt gets some lessons from Michael Jordan himself, on the magical Playground known as Michael Jordan's Playground.",0.4641,/1D8CPm7m5ZETY5IHF527yZCJ4D2.jpg,1990-01-01,Michael Jordan's Playground,False,6.7,22
False,,"[16, 18, 10749]",578762,ja,ベルサイユのばら 生命あるかぎり愛して,A theatrical re-edit/summary of the TV series. Some of the voice actors were changed (eg. Oscar is played by Keiko Toda instead of re-using the original audio by Reiko Tajima).,0.5554,/cjC7GTmTYsUtjnNnkoULQV09ibJ.jpg,1990-05-19,The Rose of Versailles: I'll Love You As Long As I Live,False,8.0,2
False,,"[10749, 18, 10770]",220173,en,Women and Men: Stories of Seduction,"This trio of tales, based on classic short stories, chronicles the complicated relations between the sexes.",0.5192,/8ZpfEGNABUsjE3z8KEoRI9yRDSu.jpg,1990-04-02,Women and Men: Stories of Seduction,False,4.5,8
False,/wcjLpb7uLFoUt6SAHpLFqcpWX9Z.jpg,"[28, 35]",25111,en,Far Out Man,An aging hippie sets out on a trip across America to find his family.,0.4829,/17ivrq2ziE8CZ4oknJXuXEBVE3T.jpg,1990-05-11,Far Out Man,False,5.3,21
False,/bypyqtEaLbXDft2ID9pEO3Zf32X.jpg,"[35, 18]",814140,zh,来的都是客,"Since the establishment of the bamboo weaving cooperative, the appearance of Zhulin Village has changed significantly. Visitors seeking to learn, inspectors, interviewers, and tourists placing orders have been coming in an endless stream. They eat all day and all month long, leading to frequent quarrels, fights, and cases of alcohol poisoning, causing the smart and capable cafeteria manager, Xiao Wangfa, to be driven to tears and indescribable suffering. Once, when Vice Secretary Guo of the Provincial Committee came to the village for an inspection, the lunch prepared for him was eaten by the leaders from the county. Xiao Wangfa had no choice but to serve simple home-cooked meals like mung bean porridge, steamed buns, and peanuts, anxiously preparing for punishment. Unexpectedly, Vice Secretary Guo was very pleased with the meal, and the villagers of Zhulin saw hope from this incident.",0.4082,/ke6xmvjajohJ66WyBlySaS3muu.jpg,1990-03-11,Whoever Comes is a Guest,False,7.0,1
False,,"[18, 10749]",66363,ta,மை டியர் மார்த்தாண்டன்,"Based loosely on the 1988 American film Coming to America, the story concerns Marthandan, the prince of a rural village, who becomes bored and fed up with the demands of his aristocratic lifestyle and decides to go to the city to live a simple life, getting into trouble and finding love along the way.",0.5211,/jUuIVw785at3jQN4qiwwZv87Swi.jpg,1990-08-24,My Dear Marthandan,False,6.5,3
False,/7LUlAzKbwa5MBD2scTVcv9xsS4.jpg,"[18, 35]",502336,zh,我的九月,"Before the Beijing Asian Games in 1990, a group of elementary school kids compete for the chance to participate in a martial arts performance for the opening ceremony. In this coming-of-age story, kind-hearted An Jianjun pursues his dreams through sweat and tears, friendship and betrayal. The comedy depicts Beijing locals in precise, humorous, and loving detail.",0.4529,/qt8koowfPqLSCiSMwVaCZFMa38I.jpg,1990-02-01,The September of Mine,False,8.5,2
False,,"[18, 10770]",132947,en,Sudie and Simpson,"A television movie about the friendship that develops between a young white girl and an older black man in a racist, rural Georgia town during the 1940s.",0.5116,,1990-09-11,Sudie and Simpson,False,6.5,3
False,/47OdVinkZiJ9rUs4QPO344YweKD.jpg,[99],227297,en,Scenes from the Life of Andy Warhol: Friendships & Intersections,"This intimate portrait of Andy Warhol pulls together a unique library of material shot by New York film legend Jonas Mekas. Spanning from 1963 to 1990, the film features a cast of counterculture icons including Allen Ginsberg, George Maciunas, John Lennon, and Yoko Ono, as well as John and Caroline Kennedy, and Lee Radziwill (Jackie Kennedy Onassis's sister and Warhol muse)—to whom Mekas dedicates the film. The film features footage from the Velvet Underground's first public performance. A portrait of the remarkable life of arguable the twentieth century's most famous artist and leading iconographer.",0.4489,/avHpCWc17IYJZqifb7bSQI2OqC9.jpg,1990-06-01,Scenes from the Life of Andy Warhol: Friendships & Intersections,False,6.5,19
False,/novA5OSb5dLngxityX5qXMDCY2J.jpg,[18],275477,en,China Cry,"Young Sung Neng Yee, who is brought as part of a wealthy Chinese family. She is eager to become part of Mao Tze Tung's ""new society"", but soon becomes disenchanted by the economic misery the changes bring to her family. Before long, the authorities become aware of Neng Yee's feelings and she is taken to a labour camp, overseen by the sadistic Colonel Cheng.",0.4761,/iZR8MtX2NVB7LYyInROkq8JCCqq.jpg,1990-11-02,China Cry,False,6.0,7
False,/xLOWcPUXkKejSb9tJiB3pG6mjbx.jpg,"[18, 36]",216046,ru,Месть,"Enraged, a teacher murders a young female pupil. Over the years, another boy is bred for one sole purpose: to avenge his sister’s death.",0.5723,/s2XRw1tMIzxLfFQxXPCbNPdx5Pq.jpg,1990-04-23,Revenge,False,6.017,30
False,/4Fg7L15EaEuP7fyLjDkBbohchlj.jpg,[35],434544,cn,靚足100分,"On his death bed in the United States Mr. Lin grants his grandson, Lin Tien-Chi, his wealth of US$300 million, but only if Tien-Chi can find a wife within a month. Tien-Chi, however, is very shy and has never had any luck with the opposite sex. Mr. Lin's nephew, Robert, who will get the money should Tien-Chi fail, does everything in his power to prevent Tien-Chi from marrying. In the end, Tien-Chi has two women to choose from: Feng Mu-Jen, who is deceiving him to help Robert get the money, and Lo Hsiao-Hsiao, a beautiful poor girl who is set up time and again by Robert and Mu-Jen so that Tien-Chi will not choose her.",0.547,/2ZpuisNqRPq8WqTGcznU7msBbCs.jpg,1990-07-07,Perfect Girls,False,4.8,4
False,,"[28, 18]",1411357,cn,夕陽戰士,,0.5972,/usJgpX8PMRLk6wwmCFPoJ4DRoiX.jpg,1990-01-01,The Deserted Warrior,False,0.0,0
False,,[],1388540,ja,痴漢電車　通勤快楽,"""Groper Train"" pink film distributed by Shintoho.",0.5264,,1990-06-23,Groper Train: Commuting Pleasure,False,0.0,0
False,,[16],1308634,ja,スーパーリアル麻雀 ミキ・カスミ・ショーコのはじめまして (スーパーリアル麻雀／かすみ・ミキ・ショー子のはじめまして),"An anime based on characters from the strip mahjong arcade game ""Super Real Mahjong 2"".",0.5729,/dADmVZHpr2bLIfPW4aHuRnIYy9T.jpg,1990-03-25,Super Real Mahjong: Kasumi Miki Shouko no Hajimemashite,False,5.0,1
False,,[18],1310911,ru,Холм,"A pre-war Russian village. Two harmonica player friends are in love with the same girl. The rivalry of the characters unfolds against a musical background — who will outplay whom. The war begins. Both of them return from the war, but one of them can no longer play, which does not mean that he loses...",0.4279,/pBK5Lm0npQoYSh6ku5JSwHs5VPa.jpg,1990-06-01,Hill,False,0.0,0
False,/5ho9CyxueDVeB6RElyJj2TzztAS.jpg,"[53, 27, 10770]",154566,en,Wheels of Terror,"A small town is terrorized by an unknown stranger who kidnaps and abuses little girls. When her only child is kidnapped right in front of her, the school bus driver begins the desperate chase to catch the criminal.",0.4864,/6GrFOtHRD5kXFxuLnqM1W2esjqx.jpg,1990-07-11,Wheels of Terror,False,4.529,17
False,/6ZHkemSfCts2ikUZLNPLjbabAz9.jpg,[28],76551,en,Bloodfist II,"Jake Ray gives up his title after killing a man in the ring. When Jake goes to Manila to help an old friend, trouble awaits him! After fending off multiple attacks, Jake is finally captured and chained to a half a dozen martial arts champions. Taken to an island fortress, they are forced to battle chemically-stimulated killers in fights to the death. To win - and to live - it will take every ounce of strength and skill in their martial arts arsenal",0.5567,/3SwDkQEyMmn0k6sVn775weTHya8.jpg,1990-10-12,Bloodfist II,False,4.3,25
False,,"[28, 53, 10770]",528449,en,Murder in Paradise,"A stressed-out, big-city cop seeks refuge in Hawaii, only to become embroiled in a serial murder case that appears to be identical to his last case in New York City.",0.408,/sUZD6afoWfxje34ZdjTc1eMuzU7.jpg,1990-01-19,Murder in Paradise,False,4.7,2
False,/7YaoieEwHf439wHwL9hBVvuYEDo.jpg,"[28, 80, 18]",243839,hi,प्यार के नाम कुर्बान,"A motor mechanic, Billo Chaudhary, creates waves in the local community when he dares to play Holi with the arrogant and wealthy Rajkumari Devika Singh. When she has him beaten and imprisoned by the police, he decides to avenge this humiliation by abducting her and inviting the wrath of her brother, Yeshwant - who sexually molests local women with impunity, who wants him dead at any and all costs.",0.3963,/bdnZD8MjS9JMZUN1UOOH1t0QRt2.jpg,1990-01-05,Pyar Ke Naam Qurban,False,6.3,5
False,/6fHq7EJ0cWalgIYdTNAENo6krpe.jpg,"[18, 10752, 36]",80849,sv,"God afton, herr Wallenberg","Swedish account of Raoul Wallenberg, the man responsible for the largest rescue of Jews during World War II.",0.4266,/unWo9e3VrfnT6vfb3PKtzjvBfC7.jpg,1990-10-05,"Good Evening, Mr. Wallenberg",False,6.1,18
False,,"[99, 10770]",553714,en,Motion and Emotion: The Films of Wim Wenders,"Though very polite and British, this feature-length documentary about German filmmaker Wim Wenders offers the most penetrating insights and the best overall critique of his work that I have encountered anywhere. Paul Joyce, who directed it, has also made documentaries about Nicolas Roeg, David Cronenberg, Nagisa Oshima, and Dennis Hopper, and he knows the conventional format well enough to get the most out of it. There are good clips and interesting commentaries from the interviewed subjects, who include Wenders himself, cinematographer Robby Muller, filmmaker Sam Fuller, novelist Patricia Highsmith, musician Ry Cooder, actors Harry Dean Stanton, Peter Falk, and Hanns Zischler, and critic Kraft Wetzel, who is especially provocative. A must-see for Wenders fans, highly recommended for everyone else. –Jonathan Rosenbaum, 1989",0.4775,/igwuezRFsh3TpEyldcfBQQ9X60x.jpg,1990-04-25,Motion and Emotion: The Films of Wim Wenders,False,0.0,0
False,/zrlwY74qX60icJ5WV54Dm24Ez3W.jpg,"[18, 10770]",103198,en,Unspeakable Acts,Two psychologists try to demonstrate that a man is a pedophile and has abused many children.,0.5151,/vj5Ta7nkv42RPm4uMS3uRLT4VOU.jpg,1990-01-15,Unspeakable Acts,False,5.4,12
False,,[],1069079,ja,痴漢電車 奥まで押し込め！,,0.5117,/nVbTYCrDtdQkum1UHHRiDxUDhR6.jpg,1990-04-20,Groper Train: Push It Deep!,False,2.0,1
False,,[],206508,en,A TV Dante,"A TV Dante is an experimental mini-series directed by Tom Phillips and legendary filmmaker Peter Greenaway. It covers eight of the thirty-four cantos in Dante Alighieri's Inferno, part of his 14th century epic poem The Divine Comedy. The eight cantos of the film are not conventionally dramatised, rather they are illuminated with layered and juxtaposed imagery while the text is read entirely in ""talking head"" fashion, and punctuated with a kaleidoscopic blend of both newly shot and archival footage.",0.3586,/tIsK5XejmXx6BJ3MAm1mzoLKEm7.jpg,1990-06-13,A TV Dante,False,6.4,5
False,,[18],442242,ja,名奉行 遠山の金さん 美女の陰謀！関八州あばれ旅,"The meeting of the two greatest legends in Japan - Magistrate Toyama, the crime-fighting official with the cherry blossom tattoo on his shoulder, and Kunisada Chuji, the yakuza protector of the common man! When a local magistrate is murdered by a group of vagabonds, Toyama is ordered to arrest Kunisada Chuji. In his investigation, he meets Kunisada's wife, who is all too familiar to Toyama, and casts doubt on his guilt. Furthermore, there seems to be a larger conspiracy being carried out...",0.5722,,1990-12-27,Magistrate Toyama: Conspiracy of a Beautiful Woman! Rampage in Kanhashu,False,0.0,0
False,,"[35, 53, 18]",180806,he,"נשיקה במצ""ח","After being called for his mandatory yearly Israeli army reserve duty, Arik Schwartzman finds himself looking for a uniform wearing serial rapist. He is aided by Natalie, a young female soldier who looks for her lost father.",0.5872,/uuPB1RHEF7wvRLRSSshuvKhjNig.jpg,1990-06-06,The Day We Met,False,5.7,3
False,/BQrkHLRCQVfS0SDkFRwmd4uyRK.jpg,"[35, 14, 10751, 10770]",51310,en,A Mom for Christmas,"A department store mannequin comes to life during the holiday season for a motherless little girl who wishes she had a mom for Christmas, and proceeds to charm her hard-working dad, too.",0.5125,/5FPRqHffN16IyIjZQPrPG6M8D1e.jpg,1990-12-17,A Mom for Christmas,False,6.296,27
False,/mjWebbuQ4RfAHLbm5DacsWApVRD.jpg,"[12, 18, 10770]",496335,en,Face to Face,An American paleontologist and a British miner get in a conflict over who has the rights to dig on a site in Kenya.,0.3993,/s2L60L35INl8aZ1tIIsUl0t6BgT.jpg,1990-01-24,Face to Face,False,5.2,5
False,,"[18, 10770]",1015749,en,In the Best Interest of the Child,Jennifer's daughter is having nightmares and acting violently. It dawns on her that the child may be being sexually abused by her father. What is she to do when the court isn't favorable in the child's hour of need?,0.45,/g1T371jOgh12ZiETyRnxXKlwCOF.jpg,1990-05-20,In the Best Interest of the Child,False,1.25,4
False,/4EnEDaZkBoZPz3lgglz7VACM2G.jpg,[27],171993,it,Sangue negli abissi,Several young men have to stop an ancient native American evil in the form of a killer shark which is attacking a small beach community.,0.3219,/qdgws8nCfwsRrkhdQf9q6XY2lQR.jpg,1990-09-20,Deep Blood,False,3.618,17
False,/9cuGOPxKKxEs6NKW4k0gP2j3QwE.jpg,"[12, 16, 878]",398613,en,Sol Bianca,"Five female pirates pilot the Sol Bianca, a starship with a higher level of technology than any other known. With it, they seek out riches, such as the Gnosis, an legendary item of power, and pasha, the most valuable mineral in the galaxy.",0.4531,/geGjCI43eSQZRMQNPbdsQV4BA6N.jpg,1990-03-20,Sol Bianca,False,4.25,4
False,/uKy81I70oDHb34Zxi08KNfbzIWy.jpg,"[80, 9648]",683924,ru,Человек из чёрной «Волги»,A murderer is using every possible trick in his efforts to escape from justice. He is extremely crafty in his ways of infiltrating the government. He becomes a politician with growing status and influence and an official immunity from prosecution.,0.3084,/8k2GyF9JY3RQw5r4FZBscNn5tqj.jpg,1990-12-10,A Man from the Black 'Volga‎',False,3.75,4
False,,[18],350470,ko,새벽외출,,0.3927,,1990-10-27,새벽외출,False,0.0,0
False,,[],1131218,ja,復讐の走査線　殺意の熱い砂（推理篇）,1990 Original Video.,0.5712,/uRCV41wU1KIYMVRNhZZvOUkmHEf.jpg,1990-09-21,Revenge Investigation Line Hot Sand with Murderous Intent (Deduction),False,0.0,0
False,,[18],447226,ru,Закат,"Old, rich Jew Mendel Krik falls in love with the beautiful Marusya. But their sons Levka and Bena don't share their dreams... Revolution has come.",0.804,/vieAQZyJSdPfydMjPuKZFoaL2Nr.jpg,1990-12-31,Sunset,False,2.0,1
False,,"[16, 878, 28]",40543,en,Robotix,"As an Earthling crew of astronauts lose control, and crash land onto the warring planet of Skallor, housing alien races known as the ""Protectons"" and ""Terracores."" Huge war robots, the Robotix, are used to re-animate the souls of the deceased alien races. As several of the astronaut crew stray towards evil-doing, the good members use the help of the Robotix to help them get back to Earth.",0.4427,/6dpGgpKN38dALaVUM5X2nwaKbHS.jpg,1990-02-01,Robotix,False,6.5,10
False,,[878],1066325,ja,女神がくれた夏,A young woman competes with a goddess come to earth for her man's heart.,0.5355,/560GncrrsJjSnxzAp6CnoHPwQ81.jpg,1990-01-01,Good Luck My Venus,False,0.0,0
False,,"[35, 10749, 80]",1134167,ja,新・童貞物語　ホンコンバージンボーイ,The Virgin Boy's Story enters a new era and back on the big screen as the Titular Boy Kenji just wants to be a Hong Kong Movie star but finds himself caught in a Triad conflict instead!,0.6171,/y78f9Lvzio28LtsyR46iBCJC1WE.jpg,1990-03-10,Shin Virgin Boys Story: Hong Kong Virgin Boy,False,0.0,0
False,,[18],954958,ja,夏のページ,"Three young country boys are beginning to drift apart as friends. In the summer, they set off to have an adventure in the mountains.",0.6397,/uigqmZC7CuJ3j1wwvUvQBKzxRse.jpg,1990-03-17,Natsu no pēji,False,0.0,0
False,,"[18, 36]",206426,ru,Очарованный странник,,0.4918,/wsDuf54MB7DplmzYxhJ5aR00InN.jpg,1990-01-31,The Charming Traveller,False,7.0,1
False,/s5MOvHKYbCJeRkMMvcwWetK5DEq.jpg,"[28, 14]",371162,zh,五郎八卦棍,"Fifth brother is separated from his kin whilst fighting the marauding Lao, and is nursed back to health in a monastery. He is befriended by Grinder, a monk whose job is to mill wheat. Fifth brother assumes the name of Ming Sau, and works on improving his fu. He is alternately helped and distracted by pretty Yue Lan. Meanwhile, the treacherous Lao continue their plans for conquest.",0.5655,/dXdPTdUjsVOSe3HITzG0AFKnqcf.jpg,1990-01-01,Eight Diagram Cudgel,False,0.0,0
False,,"[35, 10770]",356766,en,Return to Green Acres,"Tv movie that reunites most the show's cast members. The Douglases move back to New York. But when Haney tries to get everyone's property so that a developer can build on them, the residents go to New York to get Douglas to help them. But he's a little hesitant.",0.3753,/uW8yzPbxnay1AdnHp7vTmTP1SBQ.jpg,1990-05-18,Return to Green Acres,False,2.5,2
False,/bZA0oyTPhH6kuFfG7IKZbjo8lCV.jpg,"[37, 27]",66706,en,Grim Prairie Tales,"Two travelers meet on the open prairie, and pass their time together by trading stories with each other. Their tales become a sort of competition, each attempting to relate something which might disturb the other.",0.4334,/uf59HOhM3GRXt3VQiABgKoca7p8.jpg,1990-09-14,Grim Prairie Tales,False,5.8,24
False,,[10402],751914,en,"One World, One Voice","An extraordinary music special is the climax to One World week. The brainchild of ex-10cc drummer Kevin Godley, it features the first true global composition involving rock stars, classical musicians and artists from all over the world. Godley and a film crew toured the globe in just 44 days with a 'chain tape', asking musicians to add a new theme or idea.  Artists include Sting, Dave Stewart, Peter Gabriel, Clannad, Lou Reed, Leningrad Symphony Orchestra, Afrika Bambaata and the Kodo Drummers.",0.4124,/g5OreapbjQMgt4sYpbsEGhTV1FM.jpg,1990-12-09,"One World, One Voice",False,0.0,0
False,/cgiTLcW62tgfe6KlWKjoU2ykhkh.jpg,"[53, 9648, 80, 10770]",162850,en,The China Lake Murders,A small town sheriff has his suspicions in a murder case which involves a rogue cop who goes on a murder spree.,0.3977,/bd5P7ld0qm8hRLeeMoTcG5Q6qfK.jpg,1990-01-31,The China Lake Murders,False,5.2,9
False,/yHR7tizDcUoYQGpSN3UWPKUNj93.jpg,"[10749, 18]",60801,en,Naked Tango,"When a young European woman assumes a false identity in 1920s Argentina, she gets more than she bargained for.",0.4472,/iVGEZrsaNsSudakEp6Q46AqKs45.jpg,1990-09-27,Naked Tango,False,6.406,16
False,/mTvixlXBW8Gkk0v1FnVlDWOr4se.jpg,[35],417863,ja,男はつらいよ 寅次郎の休日,"Mitsuo goes to Nagoya to visit Izumi, whose father left Izumi’s sad, bar hostess mother for another woman, so together they decide to confront him in Oita. Meanwhile, Izumi’s mother befriends Tora-san and together they travel to Oita to meet them, with Tora-san quickly falling for her en route.",0.3141,/fyy0VDQbr65E0dbOfAjsZn5bCTj.jpg,1990-12-22,Tora-san Takes a Vacation,False,8.0,2
False,,"[18, 36, 53, 10770]",214682,en,Voyage of Terror: The Achille Lauro Affair,The story of the hijacking of the Italian luxury liner Achille Lauro by four Palestinians.,0.4345,/lFPkjwDCkGN2wMHcV9rlI8X6QLb.jpg,1990-04-29,Voyage of Terror: The Achille Lauro Affair,False,5.5,4
False,/1U1nFKWz59eZW7WbIQwXsrJd15c.jpg,"[27, 18]",144825,sh,Свето место,"Strange love story between Toma, a reluctant theology student and Katarina, the beautiful daughter of a powerful feudal lord. After Katarina's mysterious death, Toma is, according to her wishes, forced to read the prayers over her body for three nights in a row.",0.4065,/odBzLki7cSNldRRhEY8K2fnCyp5.jpg,1990-09-29,A Holy Place,False,5.3,16
False,,"[18, 10770]",297769,en,People Like Us,"When a wealthy scriptwriter and socialite's daughter is murdered, he feels let down by the courts, and so decides to use his powerful position to enable his own form of justice.",0.4136,/yurO96FtwNKeahmT9vO7ycjn24W.jpg,1990-05-13,People Like Us,False,4.333,3
False,/hxu1KBrDVI2Tc77L1WYcZ7zQ31f.jpg,[35],103134,it,Pierino torna a scuola,"Had come of age and unemployed, Peter decides to go back to school to take the elementary school. However, his academic performance continues to be poor so much so that his grandmother to play for the votes of a report card to the football pools coupon. The grandmother with the votes of Peter will win, using the amount paid to renew their tavern, without giving any money to his nephew, who will retaliate by closing all his family in the bathrooms of the new restaurant. Eventually Peter was rejected despite the efforts of his teachers, but Peter does not seem to be over: receives, in fact, a visit to Camazzo, her neighbor and Head of the third class of the Navy, which gives him an envelope containing the fateful ""call to Arms"".",0.3549,/poG89L5EuTABykSHEcBrvp0W9qZ.jpg,1990-08-09,Pierino torna a scuola,False,5.313,64
False,,[],476417,hi,जीने दो,"A powerful landlord gives a poor man a loan to pursue his studies in Mumbai. However, when the man leaves the village, the thakur exploits his father and his brother.",0.4906,/cWCdpaq2ezzWBLUHHrste42asEd.jpg,1990-01-01,Jeene Do,False,9.9,4
False,/3kTbPvt3aPPHZsvNGZyD8N4bpU.jpg,"[28, 80, 18]",315371,ru,Живая мишень,A detective goes undercover in a small Russian town.,0.5403,/xFDqDHyXCdDyPTNMAzIuMUhCqCX.jpg,1990-06-04,Human Target,False,5.0,1
False,/kW701TJsOhhDygO3irZw7qMcbMA.jpg,"[10770, 18]",293399,en,Rising Son,"Gus Robinson loves three things: his job, family, and country; but suddenly he's losing all three. When his factory shuts down, Gus faces unemployment. It's a time of change for his wife Martha and son Charlie as they reassess a world Gus barely recognizes. But through the nightmare, one dream they cannot take away from him; the reason he will continue to fight: his son, Charlie.",0.5125,/11f1hCoLSvRhGNUWL9fnJv1puW9.jpg,1990-07-23,Rising Son,False,5.571,7
False,,[35],1050435,ja,大災難,"A Salaryman in Hokkaido heads to Tokyo for his daughters wedding, but the fun is just beginning,,,",0.4996,/pnZlB6yHMFI9xM2xdmB6NQD9XGC.jpg,1990-05-16,Catastrophe,False,0.0,0
False,,[],1131228,ja,やっぱり猫が好き　恩田三姉妹の京都大騒動編,1990 Original Video,0.4443,/n2BHDazDa8ooOgSvg7623TfQbuR.jpg,1990-10-21,"After All, I Love Cats the Three Onda Sisters’ Great Kyoto Troubles",False,0.0,0
False,,[],936113,ja,ＯＬ仕置人　彼女が水着にきがえるマエ,An OV drama in which an office lady trio sanctions men in the company.,0.4292,/4MkbPj8u55wieQyEHFe3Yy0RtsK.jpg,1990-08-05,OL punisher Mae she turns into a swimsuit,False,0.0,0
False,/g7winHUCFX2dcMN5sR4kZ2G3Ccj.jpg,[18],108437,it,Tre colonne in cronaca,"Chronicle of the dark maneuvers put into practice by a politician to seize an opposition newspaper. A Lebanese terrorist receives the order to kill a stockbroker, which triggers a series of blackmail and deception. A deputy commissioner and a journalist intend to shed light on all these murky matters, but the politician has no scruples and also knows how to move with extraordinary skill.",0.433,/tpUIwjKNzmfPrNYYMVvH8ZaxJSA.jpg,1990-03-09,Tre colonne in cronaca,False,5.9,6
False,/dU4AIBKgqfcKrDiFEkNnoWxIC3q.jpg,"[28, 80, 18]",307490,hi,Aaj Ka Arjun,"Thakur Bhupendra Singh and his son Ajit are powerful landlords who oppress a helpless community of villagers. Ajit marries Laxmi, a city girl who has come to the village to be with her brother,Bheema. Bheema and a feisty village belle Gauri, are in love but before they can marry, tragedy strikes. Ajit, who had abandoned Laxmi soon after their wedding returns and murders her. The law is helpless and Bheema decides to take law into his own hands.",0.4405,/4V4QbSabLUiT3LhyXFq1oqsjJ5K.jpg,1990-08-03,Aaj Ka Arjun,False,7.0,5
False,,"[80, 9648, 10749]",631707,it,Abatjour 2,"An old farmer, who seeks the beautiful Camilla, is murdered. The young policeman, who is assigned to the mysterious death, also falls on her.",0.4514,/oA5faYjAPTu6lRx3kSRaicduOIg.jpg,1990-01-01,Abatjour 2,False,6.0,1
False,/9w3nn4PYprcqxyjm1EPaLt5j6m0.jpg,"[28, 18, 10749]",161392,hi,Baaghi: A Rebel for Love,"Saajan is a college youth, enjoying his life, meets with Kajal the girl of his dreams at a brothel. Kajal is an innocent victim of Dhanraj, who runs this brothel. Saajan eventually falls in love with Kajal, but this love affair is not acceptable to the society, which includes his parents Mr. and Mrs. Sood. Saajan's dad Col. Sood wants his son to join the Indian army. On the other side, this relationship of love is also not acceptable to Dhanraj, since he doesn't want any of his brothel girls to go into normal respectable society. Trapped between both, Saajan, along with his friends, rescues his love from the brothel. But the question remains: Will Saajan's parents accept him along with Kajal or Will Dhanraj's evilness overcome the couple's love?",0.4163,/gINunosdcsGZUTcd3GtoXnvBxQ.jpg,1990-12-11,Baaghi: A Rebel for Love,False,5.667,9
False,,[],349872,ko,꽃지,"Kot-ji is born by an affair between a hostess and president Kim of a trading company. Living with her mother, she is unusually smart but envies friends with both parents as she plays alone with dolls or watching TV. One day, on her way home, Kot-ji runs into a woman who offers to take her to her father and follows her. All has been planned by Jin-ah conspiring to make money out of her situation. Dong-jin who is secretly in love with Kot-ji's mother threatens Kim about Kot-ji and get money from him but things do not work out the way he thought. Dong-jin stabs Kim unintentionally and in panic takes Kot-ji into woods. While he quarrels with Jin-ah, Kot-ji makes her way to escape feeling danger. Kot-ji's pure heart moves Dong-jin and he returns her to her mother.",0.6685,/fGKrOIxUFgnqEmzoCX2B3nQAI6r.jpg,1990-03-31,Kot-ji,False,0.0,0
False,,"[18, 14]",329691,ja,ほしをつぐもの,An old man falls into a coma and dreams about his childhood during WWII.,0.5479,/f5UbyNLfCnqhd82ov8xzTvHEmhH.jpg,1990-02-03,Hoshi wo tsugu mono,False,0.0,0
False,/eDP7ZGEvlpn1Lh8cZRiSV5g5f1F.jpg,"[28, 18, 36]",1292719,ja,ご存知！旗本退屈男Ⅴ 甲府城に渦巻く暗雲！,"Sawatari Shusui  saved Princess Hiroko  of the Konoe family, who was about to be married to Tokugawa Tsunatoyo.  However, Hiroko, a tomboy, disappears. As someone is after Hiroko's life, Shusui pursues her whereabouts...  Meanwhile, Sasao Yoshinari and Shusui's sister, Kikuji, who were following Shusui, meet a young man and Kikuji is captivated by him, but they do not realize that he is Hiroko in disguise as a young man.  Shusui is set to search for Hiroko with her attendant Orui, but that night they are attacked by a group of ninjas at their inn.",0.5077,,1990-10-06,The Notorious Bored Samurai 5,False,0.0,0
False,/iamfrFrTRai7IbWUeoOewEHKc0C.jpg,[35],82471,it,L'avaro,"Misery money-lender Arpagone is looking to arrange three weddings simultaneously - to cut down on costs. One for himself and the others for his two children. Of course he doesn't approve of the choices his son and daughter have made and conspires to arrange more well to do spouses against their will. However, fate will prove itself to be on the side of true love, not of the greedy.",0.3869,/oyZyiwgheW5IdbwZhaf0AvCSoI6.jpg,1990-04-06,The Miser,False,6.318,33
False,/sNw8IDHjVtSDk5A0YqPRmcz1tzC.jpg,[18],723848,ja,まばゆい青春,"Naoto Yoshimoto, who has a handsome face, plays the role of a man with a uniform fetish who has no choice but to work as a security guard because he aspires to be a policeman but cannot become one.",0.3864,/o4RQanugot35YJFoXUvhz049hCN.jpg,1990-05-29,Dazzling Youth,False,2.0,1
False,/q1whQbYWVZ7I60e6SrOsF939HY0.jpg,"[12, 10770, 37]",269644,en,The Rose and the Jackal,"Detective Allan Pinkerton, working for the Union, becomes obsessed with Southern socialite Rose O'Neal Greenhow, a spy for the Confederacy.",0.4521,/hzfH5y2b41zZtFHQWnRQ8R9tBv2.jpg,1990-04-16,The Rose and the Jackal,False,2.0,1
